### Answer of Query 1 ###
70 | Carlson,Suarez | green | male
11 | Holmes,Selena | green | female | 1
15 | Kent,Gregory | green | male | 1
45 | Gray,Lorena | blue | female | 1
44 | Rasmussen,Catalina | brown | female | 1
40 | Glenn,Bridget | brown | female | 1
67 | Kinney,Rush | green | male | 1
27 | Calderon,Frankie | green | female | 1
59 | Tyson,Paige | brown | female | 2
68 | Romero,Meyers | brown | male | 1
69 | Christian,Martinez | brown | male | 1
51 | Cabrera,Fern | blue | female | 1
51 | Burgess,Marta | blue | female | 2
35 | Cochran,Jenna | blue | female | 1
57 | Dudley,Callie | blue | female | 1
47 | Howell,Violet | green | female | 2
33 | Cantrell,Roberts | green | male | 2
64 | Wilcox,Stout | brown | male | 1
37 | Reese,Todd | brown | male | 2
39 | Bray,Dixie | blue | female | 2
55 | Mitchell,Geneva | brown | female | 1
25 | Stephens,Gross | brown | male | 1
11 | Ferguson,Stewart | blue | male | 1
58 | Howard,Polly | green | female | 2
43 | Wilson,Odessa | brown | female | 1
29 | Campos,Combs | brown | male | 1
49 | Vasquez,Delacruz | green | male | 1
21 | Wood,Helene | blue | female | 1
53 | Sosa,Atkinson | green | male | 2
64 | Moss,Kidd | green | male | 1
51 | Park,Delores | green | female | 1
37 | Curry,Walker | brown | male | 2
51 | Holden,Bethany | brown | female | 1
48 | Evans,Claudette | blue | female | 1
53 | Drake,Adrian | green | female | 2
28 | Whitaker,Becker | green | male | 2
40 | Mckay,Evangeline | brown | female | 1
20 | Holland,Gale | brown | female | 2
24 | Vang,Bernice | blue | female | 2
58 | Dorsey,Bauer | blue | male | 2
55 | Tate,Vazquez | green | male | 1
69 | Mack,Maritza | blue | female | 2
56 | Hale,Tia | blue | female | 1
16 | Morin,Glenda | brown | female | 1
13 | Bartlett,Wilcox | green | male | 2
21 | Roman,Golden | green | male | 1
37 | Baker,Gould | brown | male | 1
29 | Wade,Hays | green | male | 1
64 | Mullen,Potter | green | male | 1
68 | Zimmerman,Laura | green | female | 2
42 | Underwood,Stone | brown | male | 1
54 | Sims,Jolene | brown | female | 2
29 | Reynolds,Tamera | green | female | 1
56 | Roy,Josefina | brown | female | 2
58 | Medina,Latisha | brown | female | 2
36 | Ford,Melanie | blue | female | 1
40 | Cervantes,Dudley | brown | male | 2
38 | Beach,Pauline | green | female | 2
60 | Gomez,Alissa | green | female | 1
14 | Terry,Kelley | brown | male | 1
38 | Greer,Juana | green | female | 2
43 | Hammond,Hess | blue | male | 2
38 | Glover,Decker | green | male | 1
55 | Parrish,Isabelle | brown | female | 1
30 | Frank,Stevenson | brown | male | 1
59 | Richmond,Glenn | green | male | 2
34 | Maddox,Katrina | blue | female | 1
17 | Fitzgerald,Darlene | brown | female | 1
56 | Battle,Finch | green | male | 1
54 | Black,Marlene | blue | female | 2
57 | Hayden,Bullock | brown | male | 2
70 | Carlson,Suarez | green | male | 2
32 | Leblanc,Chavez | brown | male | 2
69 | Barrera,Mejia | green | male | 1
29 | Reid,Wilma | green | female | 1
63 | Fowler,Turner | green | male | 1
54 | Kirk,Rachael | blue | female | 1
23 | Fields,Nita | brown | female | 1
20 | Ellison,Concetta | green | female | 2
15 | Phillips,Brianna | green | female | 1
43 | Stone,Hobbs | green | male | 2
46 | Ballard,Stuart | blue | male | 2
36 | Chang,Colette | blue | female | 2
67 | Coffey,Deleon | green | male | 2
62 | Mcfarland,Collier | blue | male | 2
19 | Gilliam,Enid | green | female | 1
57 | Moon,Stacey | blue | female | 1
62 | Flowers,Buckner | green | male | 2
22 | Oneal,Carney | brown | male | 1
51 | Foreman,Dickson | green | male | 2
19 | Hendrix,Rosemarie | blue | female | 2
43 | Turner,Frazier | blue | male | 1
69 | Clemons,Juliette | green | female | 1
16 | Haynes,Baxter | blue | male | 1
42 | Gallegos,William | brown | male | 1
70 | Wells,Goodwin | brown | male | 1
47 | Ewing,Ines | brown | female | 2
21 | Molina,Haney | brown | male | 1
44 | Powell,Griffin | green | male | 1
47 | Kline,Roth | blue | male | 1
24 | England,Tanner | brown | male | 2
31 | Cotton,Melba | brown | female | 2
32 | Zamora,Hinton | brown | male | 1
25 | Morris,Donovan | green | male | 1
56 | Michael,Elinor | green | female | 2
69 | Mcintyre,Mercado | green | male | 2
12 | Fischer,Sexton | brown | male | 1
21 | Berry,Marilyn | brown | female | 1
25 | Howe,Delgado | blue | male | 1
38 | Hancock,Paulette | blue | female | 2
63 | Robinson,Bennett | green | male | 1
20 | Thomas,Leanne | green | female | 2
40 | Pacheco,Weaver | brown | male | 1
22 | Alvarez,Kristin | green | female | 2
23 | Mcpherson,Jarvis | blue | male | 1
44 | Holloway,Walsh | brown | male | 2
13 | Bass,Marcie | blue | female | 2
59 | Hatfield,Rena | green | female | 2
42 | Harvey,Viola | blue | female | 1
43 | Montoya,Franklin | blue | male | 2
64 | Franco,Trevino | green | male | 1
13 | Roberson,Antonia | green | female | 1
65 | Berg,Sullivan | green | male | 2
51 | Jimenez,Peck | blue | male | 2
42 | Cannon,Mandy | green | female | 2
42 | Hill,Faith | green | female | 2
65 | Hodges,Gilda | green | female | 1
57 | Lawson,Ellen | blue | female | 1
39 | Morgan,Goldie | green | female | 1
14 | Kidd,Atkins | brown | male | 2
17 | Cooley,Marcella | green | female | 1
56 | Ward,Jeanie | green | female | 2
28 | David,Mercer | green | male | 1
70 | Huber,Olga | green | female | 2
30 | Weber,Fields | green | male | 1
26 | Randall,Lowe | green | male | 1
40 | Shaw,Reeves | blue | male | 2
29 | Burnett,Francis | green | male | 2
33 | Duran,Carolyn | brown | female | 2
49 | Jackson,Mia | brown | female | 1
11 | Garrett,Conner | green | male | 2
16 | Lowery,Nellie | brown | female | 2
18 | Cunningham,Shanna | blue | female | 2
56 | Ruiz,Dalton | brown | male | 2
15 | Shelton,Mable | blue | female | 1
56 | Dillard,Erin | blue | female | 1
48 | Wolfe,Katheryn | green | female | 2
20 | Vance,Britt | blue | male | 1
34 | Meadows,Ford | brown | male | 2
11 | Mercer,Lucille | green | female | 2
29 | Oneill,Chrystal | brown | female | 2
56 | Santana,Lesley | brown | female | 2
47 | Boone,Kristie | green | female | 1
57 | Francis,Jerry | blue | female | 2
62 | Wiley,Kerr | blue | male | 2
70 | Chavez,Nadine | brown | female | 2
19 | Ochoa,Rosemary | brown | female | 2
59 | Singleton,Brown | brown | male | 1
31 | Hood,Simone | brown | female | 1
11 | Logan,Janette | green | female | 2
11 | Travis,Lou | green | female | 1
70 | Watts,Mcclain | green | male | 2
16 | Brady,Marie | green | female | 2
66 | Allen,Karen | blue | female | 1
10 | Smith,Garza | green | male | 1
10 | Bruce,Banks | green | male | 1
37 | Moody,Hilary | blue | female | 2
40 | Clayton,Jaime | green | female | 1
67 | Watkins,Blankenship | brown | male | 2
54 | Gutierrez,Howe | green | male | 1
58 | Mcdaniel,Virgie | green | female | 2
50 | Lyons,Celina | green | female | 2
59 | Bowers,Velasquez | green | male | 1
46 | Higgins,Nielsen | blue | male | 2
54 | Whitfield,Roxanne | blue | female | 2
35 | Sears,Mcintosh | green | male | 2
32 | Russell,Elisa | brown | female | 1
36 | Rodgers,Zelma | green | female | 1
24 | Griffin,Christine | brown | female | 1
34 | Hoffman,Vaughn | brown | male | 2
63 | Durham,Laurie | brown | female | 1
59 | Guy,Woods | blue | male | 2
11 | Holman,Booker | green | male | 1
40 | Rutledge,Mcbride | brown | male | 2
54 | Baxter,Betsy | brown | female | 2
39 | Martin,Mccarty | blue | male | 1
57 | Scott,Benjamin | blue | male | 2
26 | Galloway,Aline | green | female | 1
39 | Hampton,Ferguson | brown | male | 1
62 | Sykes,Neva | brown | female | 2
61 | Becker,Blackburn | blue | male | 1
45 | Duffy,Melinda | blue | female | 1
22 | Bean,Terry | blue | female | 2
53 | Johnson,Mathis | blue | male | 2
70 | Lott,Meadows | blue | male | 2
13 | Washington,Lourdes | green | female | 1
24 | Chan,Bradshaw | brown | male | 1
29 | Glass,Jo | blue | female | 1
13 | Moses,Casey | green | male | 2
30 | Silva,Michelle | blue | female | 1
39 | Murray,Duffy | green | male | 1
55 | Taylor,James | blue | male | 1
31 | Conner,Robyn | brown | female | 2
22 | Walsh,Josephine | green | female | 2
13 | Spence,Norton | green | male | 2
67 | Gentry,Russell | blue | male | 1
29 | Avery,Valenzuela | green | male | 1
20 | Graves,Jessie | green | female | 1
22 | Reyes,Stanton | blue | male | 2
22 | Johns,Knight | green | male | 1
69 | Buck,Marcy | green | female | 1
38 | Mills,Lang | blue | male | 2
29 | Lindsay,Sykes | blue | male | 2
70 | Kennedy,Christa | blue | female | 1
29 | Wagner,Anastasia | blue | female | 2
39 | Snow,Orr | blue | male | 1
68 | Collier,Tonia | blue | female | 2
64 | Mcguire,Ann | blue | female | 2
45 | Gonzalez,Freida | blue | female | 2
31 | Miller,Trina | green | female | 2
65 | Torres,Watkins | brown | male | 2
65 | Mcmillan,Burris | brown | male | 2
33 | Thornton,Graham | green | male | 1
37 | Cain,Christi | brown | female | 1
26 | Daniel,Hull | green | male | 1
39 | Rodriquez,Sargent | green | male | 1
60 | Nunez,Salazar | green | male | 1
19 | Curtis,Mcgowan | green | male | 2
48 | Small,Pennington | blue | male | 1
48 | Chase,Priscilla | green | female | 1
15 | Newman,Watson | green | male | 2
60 | Cantu,Ola | green | female | 1
49 | Hoover,Carlene | brown | female | 2
46 | Dotson,Wong | green | male | 2
19 | Lewis,Sylvia | green | female | 2
60 | Gilbert,Mai | brown | female | 2
64 | Levy,Lillian | blue | female | 1
69 | Finch,Whitaker | green | male | 2
13 | Glenn,Luisa | brown | female | 2
37 | Mcgowan,Henrietta | brown | female | 2
70 | Tyson,Gayle | brown | female | 1
21 | Ayala,Iris | blue | female | 1
59 | Odom,Beverley | brown | female | 1
36 | Shannon,Mcfadden | brown | male | 1
62 | Rivas,Salinas | brown | male | 1
66 | Bishop,Deann | blue | female | 2
47 | May,Ashley | blue | male | 2
54 | Salas,Alicia | brown | female | 2
60 | Flynn,Rosa | green | male | 2
63 | Sargent,Cash | blue | male | 1
41 | Patterson,Bernadine | brown | female | 1
11 | Walker,Lupe | green | female | 1
14 | Dyer,Graves | green | male | 2
52 | Doyle,Barr | brown | male | 1
49 | Tanner,Fischer | brown | male | 1
11 | Vincent,Dona | blue | female | 1
37 | Blankenship,Cardenas | blue | male | 1
50 | Callahan,Lora | brown | female | 2
18 | Hyde,Chasity | blue | female | 2
36 | Wood,Conway | brown | male | 2
47 | Park,Shepard | blue | male | 2
17 | Mays,Parrish | blue | male | 1
47 | Valdez,Sears | blue | male | 1
53 | Rojas,Lee | brown | female | 2
58 | Pollard,Whitfield | green | male | 2
34 | Drake,Guzman | brown | male | 1
